speed,speed_cal_t,position,target_position,angle,angle_cal_t,PID_cal_t
"30","0.0","3.3428391487940186","5.22","0.06","0.01","0.000997304916381836"
"30","0.0","3.347577039908413","5.21","0.05","0.01","0.0009987354278564453"
"30","0.0","3.3523577114583896","5.09","0.05","0.01","0.0009968280792236328"
"30","0.0","3.3571484375932457","5.25","0.06","0.01","0.0009970664978027344"
"30","0.000997304916381836","3.361925850808074","5.07","0.05","0.01","0.0019943714141845703"
"30","0.0009975433349609375","3.3667638009388776","5.25","0.06","0.01","0.0009975433349609375"
"30","0.001995086669921875","3.371616009213031","5.22","0.05","0.01","0.001995086669921875"
"30","0.000997781753540039","3.3765445259667333","5.09","0.05","0.01","0.0019943714141845703"
"30","0.0019943714141845703","3.381511642744011","5.33","0.06","0.01","0.0019943714141845703"
"30","0.0009968280792236328","3.3864903112807525","5.24","0.05","0.01","0.0009968280792236328"
"30","0.0020341873168945312","3.39155510483746","5.42","0.06","0.01","0.003027677536010742"
"30","0.0009837150573730469","3.396656587294927","5.24","0.05","0.01","0.0009837150573730469"
"30","0.0009982585906982422","3.401857657077321","5.33","0.06","0.01","0.0019948482513427734"
"30","0.0009984970092773438","3.4071021391297074","5.24","0.05","0.01","0.0019948482513427734"
"30","0.0009872913360595703","3.41245176068617","5.29","0.06","0.01","0.0019845962524414062"
"30","0.000997304916381836","3.417849364158882","5.32","0.06","0.01","0.0019943714141845703"
"30","0.0009968280792236328","3.4233421660042738","5.26","0.05","0.01","0.0019943714141845703"
"30","0.002031087875366211","3.428964885828162","5.42","0.06","0.01","0.0029914379119873047"
"30","0.000997304916381836","3.4346449434493773","5.32","0.06","0.01","0.002995729446411133"
"30","0.0","3.4404250579012805","5.38","0.06","0.01","0.0009980201721191406"
"30","0.0","3.4463238320816694","5.32","0.05","0.01","0.0009975433349609375"
"30","0.001992940902709961","3.452362271266756","5.05","0.05","0.01","0.00299072265625"
"30","0.0009982585906982422","3.4584762039938735","5.26","0.05","0.01","0.0019948482513427734"
"30","0.000997781753540039","3.46464437061619","3.24","0.0","0.01","0.0019941329956054688"
"30","0.0009975433349609375","3.470944033201627","5.27","0.05","0.01","0.0009975433349609375"
"30","0.0009970664978027344","3.4769765456285784","5.34","0.05","0.01","0.0019941329956054688"
"30","0.0009500980377197266","3.4829778517338847","4.96","0.05","0.01","0.001947164535522461"
"30","0.0010004043579101562","3.4890607360055492","5.36","0.05","0.01","0.001995086669921875"
"30","0.0009965896606445312","3.4952624175555242","4.98","0.05","0.01","0.0009965896606445312"
"30","0.0","3.5015847397580973","5.37","0.05","0.01","0.000997304916381836"
"30","0.0009970664978027344","3.508019344910763","5.37","0.05","0.01","0.0019941329956054688"
"30","0.0","3.5145587750060936","5.46","0.06","0.01","0.0009980201721191406"
"30","0.0009975433349609375","3.521183934902468","5.38","0.05","0.01","0.001994609832763672"
"30","0.0","3.527979587388182","5.4","0.05","0.01","0.0009989738464355469"
"30","0.000997781753540039","3.5348985317846684","5.42","0.06","0.01","0.001993894577026367"
"30","0.0009984970092773438","3.5419044925978267","5.43","0.06","0.01","0.0019953250885009766"
"30","0.0009980201721191406","3.5490639830456536","5.49","0.06","0.01","0.0019953250885009766"
"30","0.000997781753540039","3.556401742443633","5.48","0.06","0.01","0.000997781753540039"
"30","0.0","3.5639211052645297","5.49","0.06","0.01","0.0009970664978027344"
"30","0.0009970664978027344","3.571617770764114","5.33","0.05","0.01","0.0009970664978027344"
"30","0.001992464065551758","3.5795020527219505","5.64","0.06","0.01","0.0029897689819335938"
"30","0.0009963512420654297","3.5874811407293508","5.48","0.06","0.01","0.001995086669921875"
"30","0.0","3.595604477147872","5.5","0.06","0.01","0.0009980201721191406"
"30","0.0009970664978027344","3.6038957304202652","5.54","0.06","0.01","0.0009970664978027344"
"30","0.0009970664978027344","3.612362174027876","5.31","0.05","0.01","0.0019960403442382812"
"30","0.0009975433349609375","3.621018747112851","5.45","0.05","0.01","0.0021543502807617188"
"30","0.0020384788513183594","3.629786275060927","5.27","0.05","0.01","0.0020384788513183594"
"30","0.0009961128234863281","3.638638293092441","5.5","0.05","0.01","0.001994609832763672"
"30","0.000997304916381836","3.647574396981618","5.72","0.06","0.01","0.001993894577026367"
"30","0.0020318031311035156","3.6565874284127124","5.38","0.05","0.01","0.003027677536010742"
"30","0.0009951591491699219","3.6657798254633756","5.55","0.06","0.01","0.001964569091796875"
"30","0.0010242462158203125","3.6750879998300023","5.54","0.05","0.01","0.0010242462158203125"
"30","0.000997781753540039","3.6845849089611713","5.74","0.06","0.01","0.002020120620727539"
"30","0.0009987354278564453","3.6941947807351525","5.6","0.06","0.01","0.003989219665527344"
"30","0.0009970664978027344","3.7039743364647655","5.43","0.05","0.01","0.0020029544830322266"
"30","0.0009965896606445312","3.71396092462632","5.55","0.05","0.01","0.0019941329956054688"
"30","0.0010890960693359375","3.7240762583917095","5.27","0.05","0.01","0.0020694732666015625"
"30","0.001992464065551758","3.7342912704612927","5.56","0.05","0.01","0.003986835479736328"
"30","0.000997781753540039","3.744603253897966","5.42","0.05","0.01","0.000997781753540039"
"30","0.0009968280792236328","3.755019219070228","5.74","0.06","0.01","0.001993894577026367"
"30","0.0009968280792236328","3.7655320119988835","5.56","0.05","0.01","0.001994609832763672"
"30","0.0019958019256591797","3.776247919623128","5.52","0.05","0.01","0.0029926300048828125"
"30","0.0009968280792236328","3.7871133193382387","5.38","0.05","0.01","0.0009968280792236328"
"30","0.0","3.79810340563741","5.5","0.05","0.01","0.0009970664978027344"
"30","0.0","3.809212320997799","5.81","0.06","0.01","0.0009968280792236328"
"30","0.0009965896606445312","3.8204276371210995","5.67","0.05","0.01","0.0019943714141845703"
"30","0.0","3.831857127662572","5.76","0.06","0.01","0.0009968280792236328"
"30","0.0","3.8434305933162047","5.36","0.05","0.01","0.0009975433349609375"
"30","0.0009975433349609375","3.855226491388772","5.55","0.05","0.01","0.001993894577026367"
"30","0.000997304916381836","3.86717861338949","5.22","0.04","0.01","0.000997304916381836"
"30","0.0","3.8792761349034546","6.0","0.06","0.01","0.0010366439819335938"
"30","0.0009970664978027344","3.891395486140819","5.31","0.04","0.01","0.001993894577026367"
"30","0.001993417739868164","3.9037247639977846","5.31","0.04","0.01","0.002991199493408203"
"30","3.266334533691406e-05","3.9161485082163647","5.92","0.06","0.01","0.0010352134704589844"
"30","0.0009975433349609375","3.92859233517673","5.97","0.06","0.01","0.001994609832763672"
"30","0.001994609832763672","3.94123575149318","4.12","0.01","0.01","0.0029916763305664062"
"30","0.0009970664978027344","3.954224792933272","5.73","0.05","0.01","0.001995086669921875"
"30","0.0009970664978027344","3.9670457692624757","5.79","0.05","0.01","0.0009970664978027344"
"30","0.0009963512420654297","3.9799137749737277","5.81","0.05","0.01","0.001993894577026367"
"30","0.0009968280792236328","3.9929416200173935","6.0","0.06","0.01","0.0009968280792236328"
"30","0.0009307861328125","4.006153746832393","5.58","0.05","0.01","0.0019314289093017578"
"30","0.0009970664978027344","4.0196643370759","5.96","0.06","0.01","0.001993894577026367"
"30","0.000997304916381836","4.033445257836572","5.88","0.05","0.01","0.001994609832763672"
"30","0.0009975433349609375","4.047626109961145","5.91","0.05","0.01","0.0019948482513427734"
"30","0.0009970664978027344","4.062212829939989","5.79","0.05","0.01","0.0019941329956054688"
"30","0.0019927024841308594","4.077209868946094","6.14","0.06","0.01","0.0029904842376708984"
"30","0.0009975433349609375","4.092665342568588","6.07","0.06","0.01","0.0019948482513427734"
"30","0.0009968280792236328","4.108570780567769","4.37","0.02","0.01","0.0009968280792236328"
"30","0.000997304916381836","4.124498389308967","4.3","0.01","0.01","0.0019948482513427734"
"30","0.0","4.13981585176266","4.04","0.01","0.01","0.000997304916381836"
"30","0.000997781753540039","4.154510599402173","4.42","0.02","0.01","0.001994609832763672"
"30","0.0009632110595703125","4.168876533167382","4.44","0.02","0.01","0.0009632110595703125"
"30","0.000997304916381836","4.19720690863803","4.13","0.01","0.01","0.001995563507080078"
"30","0.0","4.2111252738656155","4.13","0.01","0.01","0.0009958744049072266"
"30","0.002030611038208008","4.22480928983913","4.14","0.01","0.01","0.002996206283569336"
"30","0.0010368824005126953","4.238276609561651","4.16","0.01","0.01","0.0010368824005126953"
"30","0.00099945068359375","4.251555114455345","4.15","0.01","0.01","0.00099945068359375"
"30","0.0019936561584472656","4.264669194791134","4.16","0.01","0.01","0.002991199493408203"
"30","0.0009975433349609375","4.277637141067706","4.28","0.01","0.01","0.0009975433349609375"
"30","0.000997304916381836","4.290472647464261","4.11","0.01","0.01","0.001994609832763672"
"30","0.0009980201721191406","4.303186884689776","4.21","0.01","0.01","0.0019943714141845703"
"30","0.0009984970092773438","4.315789929842321","4.3","0.01","0.01","0.0019960403442382812"
"30","0.000997304916381836","4.328291457611372","4.32","0.01","0.01","0.001994609832763672"
"30","0.0019941329956054688","4.340700948202793","4.34","0.01","0.01","0.003988504409790039"
"30","0.0009980201721191406","4.353027669447971","4.28","0.01","0.01","0.0019943714141845703"
"30","0.0","4.365280593468563","5.06","0.03","0.01","0.001035928726196289"
"30","0.0009980201721191406","4.377715434332028","4.29","0.01","0.01","0.003017425537109375"
"30","0.000997304916381836","4.390157421848703","4.37","0.01","0.01","0.0019943714141845703"
"30","0.0","4.4025114878945475","4.31","0.01","0.01","0.0009980201721191406"
"30","0.0009925365447998047","4.4147713503323445","4.33","0.01","0.01","0.0020093917846679688"
"30","0.0009975433349609375","4.426957388882461","4.41","0.01","0.01","0.0009975433349609375"
"30","0.0009965896606445312","4.439092020506298","5.2","0.03","0.01","0.0009965896606445312"
"30","0.000997781753540039","4.451438935481581","4.42","0.01","0.01","0.001994609832763672"
"30","0.000997304916381836","4.463825773500742","5.14","0.03","0.01","0.0019953250885009766"
"30","0.0010328292846679688","4.476403645052816","4.4","0.01","0.01","0.0010328292846679688"
"30","0.0","4.48898043983638","5.06","0.02","0.01","0.0009975433349609375"
"30","0.0019927024841308594","4.501594478621087","4.47","0.01","0.01","0.00399017333984375"
"30","0.0009975433349609375","4.514160060094253","4.49","0.01","0.01","0.001994609832763672"
"30","0.000997304916381836","4.526653418949167","5.16","0.03","0.01","0.0019943714141845703"
"30","0.0","4.539339934931629","5.14","0.02","0.01","0.0009963512420654297"
"30","0.000997781753540039","4.552181536258458","4.51","0.01","0.01","0.001996755599975586"
"30","0.001994609832763672","4.564999198074987","5.15","0.02","0.01","0.003989458084106445"
"30","0.001994609832763672","4.577861099862429","4.53","0.01","0.01","0.003989458084106445"
"30","0.0","4.590686405850197","4.55","0.01","0.01","0.0019686222076416016"
"30","0.0009975433349609375","4.603448924666281","4.57","0.01","0.01","0.0009975433349609375"
"30","0.0","4.616162138187606","5.44","0.03","0.01","0.0009953975677490234"
"30","0.0009949207305908203","4.629092948057992","4.6","0.01","0.01","0.0020291805267333984"
"30","0.0009953975677490234","4.642069900420771","4.62","0.01","0.01","0.0009953975677490234"
"30","0.0010330677032470703","4.654997792427414","5.25","0.02","0.01","0.0020341873168945312"
"30","0.000997304916381836","4.667991043867113","4.63","0.01","0.01","0.0019941329956054688"
"30","0.0010237693786621094","4.680972452839221","4.66","0.01","0.01","0.0020215511322021484"
"30","0.0009965896606445312","4.693907823188843","5.31","0.02","0.01","0.001993894577026367"
"30","0.0","4.706926386906282","4.7","0.01","0.01","0.0008955001831054688"
"30","0.0","4.7199486525045335","4.67","0.01","0.01","0.0009963512420654297"
"30","0.0010058879852294922","4.732934244579982","5.37","0.03","0.01","0.0019948482513427734"
"30","0.001994609832763672","4.7461316575408885","4.72","0.01","0.01","0.0029921531677246094"
"30","0.0009975433349609375","4.759366191936954","4.72","0.01","0.01","0.001994609832763672"
"30","0.0","4.772545218407317","5.65","0.03","0.01","0.0009987354278564453"
"30","0.0009980201721191406","4.785910456756097","4.75","0.01","0.01","0.002031087875366211"
"30","0.0009980201721191406","4.799294531891324","4.75","0.01","0.01","0.0009980201721191406"
"30","0.0029916763305664062","4.812613261799142","4.87","0.01","0.01","0.003988742828369141"
"30","0.0","4.825865700857863","5.51","0.03","0.01","0.0009970664978027344"
"30","0.0009975433349609375","4.839320314839825","5.51","0.03","0.01","0.0019943714141845703"
"30","0.0019943714141845703","4.85305966253911","5.68","0.03","0.01","0.0029921531677246094"
"30","0.001995086669921875","4.867056757348164","5.52","0.03","0.01","0.003989458084106445"
"30","0.0009968280792236328","4.881265427101087","5.57","0.03","0.01","0.0009968280792236328"
"30","0.0029926300048828125","4.8956499371559","5.85","0.03","0.01","0.0039899349212646484"
"30","0.000997781753540039","4.910189385356253","4.88","0.01","0.01","0.001992940902709961"
"30","0.0009975433349609375","4.924625507775434","5.58","0.03","0.01","0.0019943714141845703"
"30","0.001999378204345703","4.939137672734627","5.43","0.02","0.01","0.003997802734375"
"30","0.0009975433349609375","4.953701156929451","4.98","0.01","0.01","0.0019941329956054688"
"30","0.0","4.968170601754604","5.57","0.02","0.01","0.0009980201721191406"
"30","0.0","4.982640536420752","5.77","0.03","0.01","0.0009961128234863281"
"30","0.0010001659393310547","4.9972922843509275","5.46","0.02","0.01","0.002036571502685547"
"30","0.0009968280792236328","5.012044950004309","5.4","0.02","0.01","0.0020287036895751953"
"30","0.0020227432250976562","5.026842534024733","5.63","0.02","0.01","0.0029850006103515625"
"30","0.0009975433349609375","5.041670642321334","5.18","0.01","0.01","0.0019943714141845703"
"30","0.0009984970092773438","5.056406492259713","5.22","0.01","0.01","0.0019958019256591797"
"30","0.0020589828491210938","5.071023123367642","5.9","0.03","0.01","0.00398564338684082"
"30","0.0009965896606445312","5.0857912999288954","5.6","0.02","0.01","0.0019943714141845703"
"30","0.0009987354278564453","5.1006786122544945","5.26","0.01","0.01","0.001995086669921875"
"30","0.000997304916381836","5.115510345211616","5.21","0.01","0.01","0.001994609832763672"
"30","0.0009961128234863281","5.130233039355201","5.32","0.01","0.01","0.0009961128234863281"
"30","0.0","5.144859264270512","5.42","0.02","0.01","0.0009958744049072266"
"30","0.000997304916381836","5.159538645623473","5.18","0.01","0.01","0.0019941329956054688"
"30","0.0009932518005371094","5.174200116936745","5.43","0.02","0.01","0.0019910335540771484"
"30","0.0009980201721191406","5.188928924286353","5.25","0.01","0.01","0.0009980201721191406"
"30","0.000997304916381836","5.203633146977827","6.02","0.03","0.01","0.001995086669921875"
"30","0.0","5.218519495484323","6.05","0.03","0.01","0.000997304916381836"
"30","0.0009980201721191406","5.2336552128509775","5.39","0.01","0.01","0.0019948482513427734"
"30","0.000997781753540039","5.248768457503653","5.42","0.01","0.01","0.001994609832763672"
"30","0.000997304916381836","5.263756920794418","5.39","0.01","0.01","0.001995086669921875"
"30","0.0009992122650146484","5.278630145355133","5.43","0.01","0.01","0.001994609832763672"
"30","0.000997304916381836","5.293423599501349","5.38","0.01","0.01","0.0019936561584472656"
"30","0.0009980201721191406","5.308167739869667","5.11","0.01","0.01","0.001994609832763672"
"30","0.0009617805480957031","5.3228811821246165","5.35","0.01","0.01","0.0009617805480957031"
"30","0.0009906291961669922","5.337573250774265","5.39","0.01","0.01","0.0009906291961669922"
"30","0.0009975433349609375","5.352248192545859","5.39","0.01","0.01","0.0009975433349609375"
"30","0.0","5.366908254492978","7.22","0.05","0.01","0.0009982585906982422"
"30","0.0009975433349609375","5.381824522469394","5.57","0.01","0.01","0.001997232437133789"
"30","0.0009975433349609375","5.396960256204991","6.2","0.03","0.01","0.0030045509338378906"
"30","0.001024007797241211","5.412335789951407","5.49","0.01","0.01","0.001993894577026367"
"30","0.0019943714141845703","5.427701167813963","5.38","0.01","0.01","0.0029921531677246094"
"30","0.000997304916381836","5.4429568835937445","5.44","0.01","0.01","0.000997304916381836"
"30","0.0009980201721191406","5.4581119481820135","5.64","0.01","0.01","0.001995086669921875"
"30","0.0010325908660888672","5.47320039998532","5.52","0.01","0.01","0.0019948482513427734"
"30","0.0009968280792236328","5.4882513501032415","5.53","0.01","0.01","0.001992940902709961"
"30","0.0010249614715576172","5.5032823513471785","5.39","0.01","0.01","0.002023935317993164"
"30","0.000997781753540039","5.518301868218881","5.41","0.01","0.01","0.002992391586303711"
"30","0.0","5.533313376368718","5.68","0.01","0.01","0.001995563507080078"
"30","0.000997781753540039","5.548318369870894","5.42","0.01","0.01","0.000997781753540039"
"30","0.0","5.563317923088317","5.61","0.01","0.01","0.0009982585906982422"
"30","0.0","5.578313255451613","5.46","0.01","0.01","0.0010371208190917969"
"30","0.000997781753540039","5.593305803875392","5.42","0.01","0.01","0.0019941329956054688"
"30","0.0009980201721191406","5.6082971320128445","6.23","0.02","0.01","0.0009980201721191406"
"30","0.0009984970092773438","5.6234122992601705","5.64","0.01","0.01","0.0019953250885009766"
"30","0.0009975433349609375","5.638560971030692","5.69","0.01","0.01","0.0019948482513427734"
"30","0.0010104179382324219","5.653693548558965","5.45","0.01","0.01","0.0019969940185546875"
"30","0.002002239227294922","5.668804859990071","5.4","0.0","0.01","0.002993345260620117"
"30","0.002019166946411133","5.683779749769732","5.47","0.0","0.01","0.0030205249786376953"
"30","0.000995635986328125","5.698596041639258","5.55","0.01","0.01","0.001992940902709961"
"30","0.001989603042602539","5.713403271428626","6.57","0.03","0.01","0.00397944450378418"
"30","0.000997304916381836","5.728509753606028","5.97","0.02","0.01","0.001993894577026367"
"30","0.0019948482513427734","5.743856967649764","8.41","0.07","0.01","0.003989696502685547"
"30","0.000997781753540039","5.7596117602401975","6.02","0.02","0.01","0.0019948482513427734"
"30","0.0009965896606445312","5.775804557428268","6.6","0.03","0.01","0.0019953250885009766"
"30","0.000997304916381836","5.792244095276914","5.21","-0.0","0.01","0.0019943714141845703"
"30","0.0009980201721191406","5.808569299362027","5.63","0.01","0.01","0.0019948482513427734"
"30","0.0009982585906982422","5.824656469008154","5.32","-0.0","0.01","0.0009982585906982422"
"30","0.0","5.84047604234379","5.64","0.01","0.01","0.000997781753540039"
"30","0.0","5.856195921585405","6.22","0.02","0.01","0.0010035037994384766"
"30","0.0009975433349609375","5.872033591696483","5.15","-0.01","0.01","0.001995086669921875"
"30","0.000997304916381836","5.887759049104601","5.24","-0.01","0.01","0.000997304916381836"
"30","0.000997781753540039","5.90313318108024","6.58","0.03","0.01","0.0019943714141845703"
"30","0.0","5.918457423106924","8.42","0.07","0.01","0.0009996891021728516"
"30","0.000997781753540039","5.934298304977514","5.22","-0.01","0.01","0.001994609832763672"
"30","0.0009958744049072266","5.950742122661445","5.27","-0.01","0.01","0.0019943714141845703"
"30","0.0009982585906982422","5.966800732779903","5.15","-0.01","0.01","0.0009982585906982422"
"30","0.000997304916381836","5.982391372860021","5.69","0.0","0.01","0.0019941329956054688"
"30","0.0010037422180175781","5.997729038410105","5.02","-0.01","0.01","0.0019919872283935547"
"30","0.0009984970092773438","6.012826340082883","5.21","-0.01","0.01","0.0009984970092773438"
"30","0.0009970664978027344","6.027703161744842","6.48","0.02","0.01","0.0009970664978027344"
"30","0.000997304916381836","6.04267630474934","5.29","-0.01","0.01","0.0019943714141845703"
"30","0.0029926300048828125","6.057616872366282","6.67","0.02","0.01","0.003989458084106445"
"30","0.0009975433349609375","6.072663907838943","5.82","0.0","0.01","0.001994609832763672"
"30","0.000997304916381836","6.087762755762654","5.15","-0.01","0.01","0.0019943714141845703"
"30","0.00102996826171875","6.102677490092164","5.07","-0.01","0.01","0.00102996826171875"
"30","0.0009975433349609375","6.117347817852541","5.63","-0.0","0.01","0.001994609832763672"
"30","0.0","6.131922057860941","5.39","-0.01","0.01","0.0009989738464355469"
"30","0.0010263919830322266","6.146349499355978","5.38","-0.01","0.01","0.0010263919830322266"
"30","0.0","6.160611606088963","5.12","-0.01","0.01","0.000997781753540039"
"30","0.000997781753540039","6.174722160125695","5.1","-0.02","0.01","0.0019752979278564453"
"30","0.0009961128234863281","6.188576580804897","5.18","-0.01","0.01","0.0019931793212890625"
"30","0.0020294189453125","6.202281801773789","5.07","-0.02","0.01","0.004024028778076172"
"30","0.0009984970092773438","6.21577660768725","5.01","-0.02","0.01","0.001994609832763672"
"30","0.0","6.229043783632074","5.02","-0.02","0.01","0.000997304916381836"
"30","0.0","6.242101988167704","5.51","-0.01","0.01","0.0009989738464355469"
"30","0.0","6.255097821268715","5.34","-0.01","0.01","0.0009982585906982422"
"30","0.0","6.2680818432839684","5.35","-0.01","0.01","0.0009970664978027344"
"30","0.0010330677032470703","6.281048080227051","5.16","-0.02","0.01","0.002029895782470703"
"30","0.0009975433349609375","6.293856842710265","6.05","0.0","0.01","0.0019965171813964844"
"30","0.0009980201721191406","6.306711469829939","5.0","-0.02","0.01","0.002992868423461914"
"30","0.0009984970092773438","6.319443773472528","5.41","-0.01","0.01","0.0009984970092773438"
"30","0.000997304916381836","6.332101583558482","5.42","-0.01","0.01","0.0019941329956054688"
"30","0.0009970664978027344","6.344725524434959","5.64","-0.01","0.01","0.002029895782470703"
"30","0.0009980201721191406","6.357324687016312","5.37","-0.01","0.01","0.001994609832763672"
"30","0.0009982585906982422","6.369898373973732","4.9","-0.03","0.01","0.0019953250885009766"
"30","0.0009975433349609375","6.382197620445655","4.85","-0.03","0.01","0.0019943714141845703"
"30","0.000997304916381836","6.394157925937008","4.85","-0.03","0.01","0.004001617431640625"
"30","0.0009975433349609375","6.4058184443166235","5.76","-0.01","0.01","0.0019948482513427734"
"30","0.0009982585906982422","6.417479250450416","5.44","-0.01","0.01","0.0019958019256591797"
"30","0.0009980201721191406","6.4292436804562625","4.94","-0.03","0.01","0.0029931068420410156"
"30","0.000997781753540039","6.440849801194684","4.94","-0.03","0.01","0.002991914749145508"
"30","0.000997781753540039","6.45219474686603","4.93","-0.03","0.01","0.001994609832763672"
"30","0.0009694099426269531","6.463286206800617","4.94","-0.03","0.01","0.0019655227661132812"
"30","0.0009970664978027344","6.474159413055707","4.91","-0.03","0.01","0.0019943714141845703"
"30","0.0","6.48484630912686","4.98","-0.03","0.01","0.0010235309600830078"
"30","0.0009920597076416016","6.495368021390505","6.26","0.0","0.01","0.001987934112548828"
"30","0.000997304916381836","6.506023076528546","5.14","-0.02","0.01","0.000997304916381836"
"30","0.0","6.516789906632336","5.02","-0.03","0.01","0.000997304916381836"
"30","0.0009958744049072266","6.5274190507671825","4.97","-0.03","0.01","0.001994609832763672"
"30","0.0010330677032470703","6.537828105232039","5.53","-0.01","0.01","0.002019643783569336"
"30","0.000997304916381836","6.548272279632511","5.11","-0.02","0.01","0.001994609832763672"
